4221419.575676993,370522.5987580178
4221402.465601331,388929.882124718
4221869.201109512,408272.7471402487
4222058.448119448,427966.726236509
4218666.160672215,447382.0662144139
4227030.909868766,463994.3120740079
4241710.468746501,375289.4472099923
4241634.999091993,389346.2166357891
4243169.833378059,408553.8853885259
4240800.439391676,429014.3045892696
4234951.665117292,446357.6125367414
4239685.137832576,460973.4048778003
4258422.658532649,369614.4856836821
4260358.205703165,386799.1292600455
4263386.183798106,407604.5605801617
4264846.02737747,429241.2310529374
4265871.295621593,449597.5385753823
4255554.63662251,469511.2309345354
4281808.117339604,366639.9649266202
4291483.755361928,389702.540256087
4288843.653976144,416496.7477042719
4285103.491095443,433627.4467885503
4278616.559746025,449763.9207089824
4279515.78069006,463769.3969939862
4301260.183084164,369902.7019407995
4305329.579889184,389359.5289865285
4300703.576202684,411656.8154814458
4305583.111624269,427248.9201744053
4304076.993538599,450110.3316932584
4303246.95016541,468003.7023114175
4316680.996280021,372939.8835377769
4323121.655620677,385926.7424009022
4315900.210268912,409916.7824849318
4328181.445195426,423552.0419312865
4314643.466875399,452032.2015949237
4331542.732354796,460634.2570443813
4272180.070269222,418618.2823855419
